,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,cycle_number
3047,[2009. 7. 23. 23. 11. 10.812],24,B0033,172,3048,03048.csv,1.5552386152299904,70
3049,[2009. 7. 24. 3. 2. 51.234],24,B0033,174,3050,03050.csv,1.539756404636803,71
3051,[2009. 7. 24. 6. 55. 12.218],24,B0033,176,3052,03052.csv,1.5293174002138357,72
3055,[2009. 7. 24. 12. 1. 7.843],24,B0033,180,3056,03056.csv,1.547680553576876,73
3057,[2009. 7. 24. 15. 46. 9.421],24,B0033,182,3058,03058.csv,1.5659920939439786,74
3059,[2009. 7. 24. 19. 35. 49.250],24,B0033,184,3060,03060.csv,1.5416252851780503,75
3061,[2009. 7. 24. 23. 28. 2.156],24,B0033,186,3062,03062.csv,1.517590655990168,76
3063,[2009. 7. 25. 3. 20. 5.390],24,B0033,188,3064,03064.csv,1.5075202042593092,77
3067,[2009. 7. 25. 8. 26. 42.515],24,B0033,192,3068,03068.csv,1.49549282626034,78
3069,[2009. 7. 25. 12. 19. 43.718],24,B0033,194,3070,03070.csv,1.4997618811573148,79
3071,[2009. 7. 25. 16. 13. 2.187],24,B0033,196,3072,03072.csv,1.4906966807803954,80
3073,[2009. 7. 25. 20. 6. 55.421],24,B0033,198,3074,03074.csv,1.4800999425051866,81
3075,[2009. 7. 26. 0. 1. 9.546],24,B0033,200,3076,03076.csv,1.4676091496100632,82
3079,[2009. 7. 26. 5. 7. 11.546],24,B0033,204,3080,03080.csv,1.4729818491920503,83
3081,[2009. 7. 26. 9. 1. 35.140],24,B0033,206,3082,03082.csv,1.4742872137206404,84
3083,[2009. 7. 26. 12. 55. 45.109],24,B0033,208,3084,03084.csv,1.4635162808346138,85
3085,[2009. 7. 26. 16. 49. 47.359],24,B0033,210,3086,03086.csv,1.4527095680488362,86
3087,[2009. 7. 26. 20. 43. 48.921],24,B0033,212,3088,03088.csv,1.4557303847230247,87
3091,[2009. 7. 27. 1. 50. 3.890],24,B0033,216,3092,03092.csv,1.459740099618568,88
3093,[2009. 7. 27. 5. 43. 49.015],24,B0033,218,3094,03094.csv,1.448711504158192,89
3095,[2009. 7. 27. 9. 37. 15.140],24,B0033,220,3096,03096.csv,1.4666759762884336,90
3097,[2009. 7. 27. 13. 29. 48.031],24,B0033,222,3098,03098.csv,1.4689502109504418,91
3099,[2009. 7. 27. 17. 21. 22.671],24,B0033,224,3100,03100.csv,1.471116588522042,92
3103,[2009. 7. 27. 22. 28. 0.187],24,B0033,228,3104,03104.csv,1.4473012364654927,93
3105,[2009. 7. 28. 2. 21. 28.109],24,B0033,230,3106,03106.csv,1.4205315547561643,94
3107,[2009. 7. 28. 6. 15. 44.125],24,B0033,232,3108,03108.csv,1.4241466094817417,95
3109,[2009. 7. 28. 10. 9. 52.296],24,B0033,234,3110,03110.csv,1.4412820083364295,96
3111,[2009. 7. 28. 14. 3. 56.171],24,B0033,236,3112,03112.csv,1.4448965388921615,97
3115,[2009. 7. 28. 19. 9. 29.828],24,B0033,240,3116,03116.csv,1.4540256354795746,98
3117,[2009. 7. 28. 23. 2. 26.656],24,B0033,242,3118,03118.csv,1.4226030447542912,99
3119,[2009. 7. 29. 2. 56. 24.125],24,B0033,244,3120,03120.csv,1.410196954589097,100
3121,[2009. 7. 29. 6. 50. 26.906],24,B0033,246,3122,03122.csv,1.4144881298999457,101
3123,[2009. 7. 29. 10. 44. 27.906],24,B0033,248,3124,03124.csv,1.431360032946153,102
3127,[2009. 7. 29. 15. 50. 33.843],24,B0033,252,3128,03128.csv,1.4515133236517528,103
3129,[2009. 7. 29. 19. 41. 4.109],24,B0033,254,3130,03130.csv,1.4230376757726733,104
3131,[2009. 7. 29. 23. 34. 17.859],24,B0033,256,3132,03132.csv,1.396298696255913,105
3133,[2009. 7. 30. 3. 28. 18.171],24,B0033,258,3134,03134.csv,1.3979060730399124,106
3135,[2009. 7. 30. 7. 22. 22.187],24,B0033,260,3136,03136.csv,1.4011347560096767,107
3139,[2009. 7. 30. 12. 28. 5.953],24,B0033,264,3140,03140.csv,1.436782528945267,108
3141,[2009. 7. 30. 16. 19. 5.437],24,B0033,266,3142,03142.csv,1.4370006879546382,109
3143,[2009. 7. 30. 20. 9. 43.296],24,B0033,268,3144,03144.csv,1.410355528453481,110
3145,[2009. 7. 31. 0. 3. 7.406],24,B0033,270,3146,03146.csv,1.382633397996189,111
3147,[2009. 7. 31. 3. 56. 28.390],24,B0033,272,3148,03148.csv,1.3699403583067564,112
3151,[2009. 7. 31. 9. 1. 51.906],24,B0033,276,3152,03152.csv,1.3786129327882322,113
3153,[2009. 7. 31. 15. 42. 0.562],24,B0033,278,3154,03154.csv,1.8035959863147195,114
3157,[2009. 7. 31. 21. 3. 2.062],24,B0033,282,3158,03158.csv,1.4234424290662009,115
3159,[2009. 8. 1. 0. 54. 40.031],24,B0033,284,3160,03160.csv,1.3946003892958665,116
3161,[2009. 8. 1. 4. 46. 48.453],24,B0033,286,3162,03162.csv,1.3961613987822286,117
3163,[2009. 8. 1. 8. 40. 39.031],24,B0033,288,3164,03164.csv,1.384968608315797,118
3165,[2009. 8. 1. 12. 33. 32.734],24,B0033,290,3166,03166.csv,1.3715114742475478,119
3169,[2009. 8. 1. 17. 38. 48.781],24,B0033,294,3170,03170.csv,1.3616865084879255,120
3171,[2009. 8. 1. 21. 30. 33.968],24,B0033,296,3172,03172.csv,1.3796301360966086,121
3173,[2009. 8. 2. 1. 23. 21.296],24,B0033,298,3174,03174.csv,1.364231776003204,122
3175,[2009. 8. 2. 5. 16. 47.781],24,B0033,300,3176,03176.csv,1.3418414512081456,123
3177,[2009. 8. 2. 9. 10. 15.046],24,B0033,302,3178,03178.csv,1.355221569579225,124
3181,[2009. 8. 2. 14. 15. 27.171],24,B0033,306,3182,03182.csv,1.3403860264029774,125
3183,[2009. 8. 2. 18. 8. 54.375],24,B0033,308,3184,03184.csv,1.3594078914195438,126
3185,[2009. 8. 2. 22. 2. 10.046],24,B0033,310,3186,03186.csv,1.3457100861355502,127
3187,[2009. 8. 3. 1. 55. 22.875],24,B0033,312,3188,03188.csv,1.3477611420854358,128
3189,[2009. 8. 3. 5. 48. 39.625],24,B0033,314,3190,03190.csv,1.335482103134067,129
3193,[2009. 8. 3. 10. 53. 34.968],24,B0033,318,3194,03194.csv,1.353154941842234,130
3195,[2009. 8. 3. 14. 44. 14.312],24,B0033,320,3196,03196.csv,1.3709677706044292,131
3197,[2009. 8. 3. 18. 38. 5.890],24,B0033,322,3198,03198.csv,1.357426672491866,132
3199,[2009. 8. 3. 22. 31. 42.515],24,B0033,324,3200,03200.csv,1.3443678821106904,133
3201,[2009. 8. 4. 2. 24. 55.453],24,B0033,326,3202,03202.csv,1.33005823859453,134
3205,[2009. 8. 5. 10. 47. 54.890],24,B0033,330,3206,03206.csv,1.4033641858066626,135
3209,[2009. 8. 5. 15. 53. 12.468],24,B0033,334,3210,03210.csv,1.3865570950229378,136
3211,[2009. 8. 5. 19. 44. 54.078],24,B0033,336,3212,03212.csv,1.3704138176872631,137
3213,[2009. 8. 5. 23. 38. 49.906],24,B0033,338,3214,03214.csv,1.325319393635713,138
3215,[2009. 8. 6. 3. 32. 21.312],24,B0033,340,3216,03216.csv,0.8439684993200656,139
3217,[2009. 8. 6. 7. 22. 48.562],24,B0033,342,3218,03218.csv,0.298661803715835,140
3221,[2009. 8. 6. 12. 25. 17.046],24,B0033,346,3222,03222.csv,0.2344867974702557,141
3223,[2009. 8. 6. 16. 13. 25.921],24,B0033,348,3224,03224.csv,0.2025633038072582,142
3225,[2009. 8. 6. 20. 0. 59.562],24,B0033,350,3226,03226.csv,0.2353199565407024,143
3227,[2009. 8. 6. 23. 49. 34.390],24,B0033,352,3228,03228.csv,0.2355042783748287,144
3229,[2009. 8. 7. 3. 40. 19.734],24,B0033,354,3230,03230.csv,0.4304242256752923,145
3233,[2009. 8. 7. 8. 44. 36.250],24,B0033,358,3234,03234.csv,0.4643633320269643,146
3235,[2009. 8. 7. 12. 32. 22.343],24,B0033,360,3236,03236.csv,0.3994839380247729,147
3237,[2009. 8. 7. 16. 20. 49.765],24,B0033,362,3238,03238.csv,1.461469789426299,148
3239,[2009. 8. 7. 20. 14. 10.406],24,B0033,364,3240,03240.csv,1.4150999545382532,149
3241,[2009. 8. 8. 0. 7. 5.125],24,B0033,366,3242,03242.csv,1.383632373873956,150
3245,[2009. 8. 8. 5. 11. 27.593],24,B0033,370,3246,03246.csv,1.3705402893609833,151
3247,[2009. 8. 8. 9. 3. 54.812],24,B0033,372,3248,03248.csv,1.3557042566115398,152
3249,[2009. 8. 8. 12. 56. 26.703],24,B0033,374,3250,03250.csv,1.3578385793919765,153
3251,[2009. 8. 8. 16. 48. 44.937],24,B0033,376,3252,03252.csv,1.3609083979571397,154
3253,[2009. 8. 8. 20. 40. 51.687],24,B0033,378,3254,03254.csv,1.3495626547684758,155
3257,[2009. 8. 17. 13. 8. 30.968],24,B0033,382,3258,03258.csv,1.1888877132486642,156
3261,[2009. 8. 17. 18. 14. 9.375],24,B0033,386,3262,03262.csv,1.5041493934608643,157
3263,[2009. 8. 17. 22. 6. 54.109],24,B0033,388,3264,03264.csv,1.4899088638712767,158
3265,[2009. 8. 18. 2. 1. 3.312],24,B0033,390,3266,03266.csv,1.475330178643193,159
3267,[2009. 8. 18. 5. 55. 2.015],24,B0033,392,3268,03268.csv,1.459830765413703,160
3269,[2009. 8. 18. 9. 48. 49.640],24,B0033,394,3270,03270.csv,1.4474169057725728,161
3273,[2009. 8. 18. 14. 54. 37.937],24,B0033,398,3274,03274.csv,1.4676323674647154,162
3275,[2009. 8. 18. 18. 45. 24.703],24,B0033,400,3276,03276.csv,1.441552493165527,163
3277,[2009. 8. 18. 22. 39. 17.609],24,B0033,402,3278,03278.csv,1.418392873584403,164
3279,[2009. 8. 19. 2. 32. 38.625],24,B0033,404,3280,03280.csv,1.4031824838852518,165
3281,[2009. 8. 19. 6. 25. 55.265],24,B0033,406,3282,03282.csv,1.3911104661211642,166
3285,[2009. 8. 19. 11. 30. 52.687],24,B0033,410,3286,03286.csv,1.4086019958134537,167
3287,[2009. 8. 19. 15. 24. 12.875],24,B0033,412,3288,03288.csv,1.413770890394895,168
3289,[2009. 8. 19. 19. 17. 33.312],24,B0033,414,3290,03290.csv,1.412472234540845,169
3291,[2009. 8. 19. 23. 10. 50.875],24,B0033,416,3292,03292.csv,1.3831900026575588,170
3293,[2009. 8. 20. 3. 3. 46.687],24,B0033,418,3294,03294.csv,1.3646098107432565,171
3297,[2009. 8. 20. 8. 8. 26.703],24,B0033,422,3298,03298.csv,1.369751365782437,172
3299,[2009. 8. 20. 12. 1. 9.546],24,B0033,424,3300,03300.csv,1.3867946911071662,173
3301,[2009. 8. 20. 15. 51. 55.171],24,B0033,426,3302,03302.csv,1.3918615875742792,174
3303,[2009. 8. 20. 19. 42. 35.546],24,B0033,428,3304,03304.csv,1.377162352180965,175
3305,[2009. 8. 20. 23. 35. 23.250],24,B0033,430,3306,03306.csv,1.3599525359390852,176
3309,[2009. 8. 21. 17. 59. 25.484],24,B0033,434,3310,03310.csv,1.379779043170725,177
3313,[2009. 8. 21. 23. 4. 26.375],24,B0033,438,3314,03314.csv,1.3631373661966442,178
3315,[2009. 8. 22. 2. 57. 6.984],24,B0033,440,3316,03316.csv,1.3652295228794809,179
3317,[2009. 8. 22. 6. 49. 38.890],24,B0033,442,3318,03318.csv,1.3498620694059131,180
3319,[2009. 8. 22. 10. 41. 58.171],24,B0033,444,3320,03320.csv,1.3529504172332432,181
3321,[2009. 8. 22. 14. 34. 5.875],24,B0033,446,3322,03322.csv,1.3535740542605128,182
3325,[2009. 8. 22. 19. 38. 7.906],24,B0033,450,3326,03326.csv,1.3432225183905024,183
3327,[2009. 8. 22. 23. 30. 19.437],24,B0033,452,3328,03328.csv,1.3412081769053426,184
3329,[2009. 8. 23. 3. 22. 24.156],24,B0033,454,3330,03330.csv,1.3277389969987805,185
3331,[2009. 8. 23. 7. 14. 19.109],24,B0033,456,3332,03332.csv,1.329778900445409,186
3333,[2009. 8. 23. 11. 6. 6.546],24,B0033,458,3334,03334.csv,1.3356045028702497,187
3337,[2009. 8. 23. 16. 9. 49.296],24,B0033,462,3338,03338.csv,1.3177489685711123,188
3339,[2009. 8. 23. 20. 1. 32.500],24,B0033,464,3340,03340.csv,1.317605472474197,189
3341,[2009. 8. 23. 23. 53. 2.437],24,B0033,466,3342,03342.csv,1.3185279522072382,190
3343,[2009. 8. 24. 3. 44. 13.046],24,B0033,468,3344,03344.csv,1.3215397269813982,191
3345,[2009. 8. 24. 7. 35. 22.546],24,B0033,470,3346,03346.csv,1.3046615372928705,192
3349,[2009. 8. 24. 12. 38. 30.390],24,B0033,474,3350,03350.csv,1.3280324770208678,193
3351,[2009. 8. 24. 16. 30. 26.734],24,B0033,476,3352,03352.csv,1.3634549770713926,194
3353,[2009. 8. 24. 20. 22. 13.218],24,B0033,478,3354,03354.csv,1.3291316747402466,195
3355,[2009. 8. 25. 0. 13. 33.593],24,B0033,480,3356,03356.csv,1.3124201086917682,196
3357,[2009. 8. 25. 4. 4. 24.875],24,B0033,482,3358,03358.csv,1.3152825503676355,197
3361,[2009. 6. 19. 17. 18. 16.015],24,B0034,0,3362,03362.csv,0.7459302957645664,1
3365,[2009. 6. 19. 22. 2. 50.609],24,B0034,4,3366,03366.csv,1.6623217152845853,2
3367,[2009. 6. 20. 1. 59. 39.750],24,B0034,6,3368,03368.csv,1.645087369694532,3
3369,[2009. 6. 20. 5. 55. 38.984],24,B0034,8,3370,03370.csv,1.620729289277574,4
3371,[2009. 6. 20. 9. 50. 35.156],24,B0034,10,3372,03372.csv,1.5967402025126003,5
3373,[2009. 6. 20. 13. 47. 19.156],24,B0034,12,3374,03374.csv,1.4856500618812698,6
3377,[2009. 6. 20. 18. 55. 22.281],24,B0034,16,3378,03378.csv,1.4866702197497013,7
3379,[2009. 6. 20. 22. 51. 49.984],24,B0034,18,3380,03380.csv,1.4701330958405268,8
3381,[2009. 6. 21. 2. 48. 20.078],24,B0034,20,3382,03382.csv,1.4565041801019636,9
3383,[2009. 6. 21. 6. 44. 49.843],24,B0034,22,3384,03384.csv,1.4418961035576472,10
3385,[2009. 6. 21. 10. 41. 15.046],24,B0034,24,3386,03386.csv,1.4370949588970292,11
3389,[2009. 6. 21. 15. 49. 5.796],24,B0034,28,3390,03390.csv,1.4458703624967404,12
3391,[2009. 6. 21. 19. 45. 24.468],24,B0034,30,3392,03392.csv,1.432104054561837,13
3393,[2009. 6. 21. 23. 41. 43.609],24,B0034,32,3394,03394.csv,1.426720633302465,14
3395,[2009. 6. 22. 3. 37. 57.218],24,B0034,34,3396,03396.csv,1.4230846885129826,15
3397,[2009. 6. 22. 7. 34. 6.234],24,B0034,36,3398,03398.csv,1.4409479522418909,16
3401,[2009. 6. 22. 12. 41. 48.359],24,B0034,40,3402,03402.csv,1.486901544051865,17
3403,[2009. 6. 22. 16. 38. 13.281],24,B0034,42,3404,03404.csv,1.5245313226850703,18
3405,[2009. 6. 22. 20. 34. 46.062],24,B0034,44,3406,03406.csv,1.4629049605190707,19
3407,[2009. 6. 23. 0. 31. 3.375],24,B0034,46,3408,03408.csv,1.423079450854989,20
3409,[2009. 6. 23. 4. 27. 4.484],24,B0034,48,3410,03410.csv,1.4051040863603437,21
3413,[2009. 6. 26. 15. 29. 34.968],24,B0034,52,3414,03414.csv,1.6329463925070862,22
3417,[2009. 6. 26. 20. 32. 24.265],24,B0034,56,3418,03418.csv,1.5687138208259117,23
3419,[2009. 6. 27. 0. 28. 29.453],24,B0034,58,3420,03420.csv,1.5149520966053402,24
3421,[2009. 6. 27. 4. 25. 16.218],24,B0034,60,3422,03422.csv,1.4855182940634626,25
3423,[2009. 6. 27. 8. 21. 51.234],24,B0034,62,3424,03424.csv,1.480771929049074,26
3425,[2009. 6. 27. 12. 18. 20.500],24,B0034,64,3426,03426.csv,1.484026357317059,27
3429,[2009. 6. 27. 17. 26. 12.718],24,B0034,68,3430,03430.csv,1.4922153055506522,28
3431,[2009. 6. 27. 21. 22. 21.781],24,B0034,70,3432,03432.csv,1.473312924099279,29
3433,[2009. 6. 28. 1. 18. 34.656],24,B0034,72,3434,03434.csv,1.441593178980006,30
3435,[2009. 6. 28. 5. 14. 48.250],24,B0034,74,3436,03436.csv,1.4225873198015788,31
3437,[2009. 6. 28. 9. 10. 46.125],24,B0034,76,3438,03438.csv,1.4266489379486664,32
3441,[2009. 6. 28. 14. 18. 12.906],24,B0034,80,3442,03442.csv,1.4596775560238575,33
3443,[2009. 6. 28. 18. 13. 23.984],24,B0034,82,3444,03444.csv,1.4396159938545154,34
3445,[2009. 6. 28. 22. 7. 58.453],24,B0034,84,3446,03446.csv,1.4195512657848512,35
3447,[2009. 6. 29. 2. 3. 46.140],24,B0034,86,3448,03448.csv,1.4118101714470452,36
3449,[2009. 6. 29. 5. 59. 12.218],24,B0034,88,3450,03450.csv,1.4044196701845313,37
3453,[2009. 6. 29. 11. 6. 27.906],24,B0034,92,3454,03454.csv,1.4735059098606866,38
3455,[2009. 6. 29. 14. 59. 50.625],24,B0034,94,3456,03456.csv,1.492658600645149,39
3457,[2009. 6. 29. 18. 50. 48.062],24,B0034,96,3458,03458.csv,1.4820260149945934,40
3459,[2009. 6. 29. 22. 44. 42.875],24,B0034,98,3460,03460.csv,1.423575357658995,41
3461,[2009. 6. 30. 2. 36. 39.734],24,B0034,100,3462,03462.csv,1.403825219724535,42
3465,[2009. 7. 1. 11. 15. 23.875],24,B0034,104,3466,03466.csv,1.5363173478836123,43
3469,[2009. 7. 1. 16. 18. 18.546],24,B0034,108,3470,03470.csv,1.5440367168176732,44
3471,[2009. 7. 1. 20. 10. 2.437],24,B0034,110,3472,03472.csv,1.507892155360249,45
3473,[2009. 7. 14. 16. 14. 47.937],24,B0034,112,3474,03474.csv,1.8203060058691087,46
3477,[2009. 7. 14. 21. 23. 50.218],24,B0034,116,3478,03478.csv,1.5936575758226643,47
3479,[2009. 7. 15. 1. 16. 15.015],24,B0034,118,3480,03480.csv,1.533070464968097,48
3481,[2009. 7. 15. 5. 9. 4.546],24,B0034,120,3482,03482.csv,1.4862143093107285,49
3483,[2009. 7. 15. 9. 4. 59.109],24,B0034,122,3484,03484.csv,1.5029318848267783,50
3485,[2009. 7. 15. 12. 57. 49.296],24,B0034,124,3486,03486.csv,1.5202185406928062,51
3489,[2009. 7. 15. 18. 0. 54.640],24,B0034,128,3490,03490.csv,1.5118194735004464,52
3491,[2009. 7. 15. 21. 52. 48.093],24,B0034,130,3492,03492.csv,1.464601301820905,53
3493,[2009. 7. 16. 1. 44. 58.390],24,B0034,132,3494,03494.csv,1.4546140961511749,54
3495,[2009. 7. 16. 5. 37. 32.718],24,B0034,134,3496,03496.csv,1.4333400490204142,55
3497,[2009. 7. 16. 9. 29. 18.125],24,B0034,136,3498,03498.csv,1.449326234639616,56
3501,[2009. 7. 16. 14. 36. 0.453],24,B0034,140,3502,03502.csv,1.495199821798908,57
3503,[2009. 7. 16. 18. 26. 9.140],24,B0034,142,3504,03504.csv,1.4720590241846008,58
3505,[2009. 7. 16. 22. 18. 31.578],24,B0034,144,3506,03506.csv,1.4097383014648728,59
3507,[2009. 7. 17. 2. 10. 38.265],24,B0034,146,3508,03508.csv,1.3861944181384176,60
3509,[2009. 7. 17. 6. 2. 31.671],24,B0034,148,3510,03510.csv,1.3624125407550536,61
3513,[2009. 7. 17. 11. 8. 50.734],24,B0034,152,3514,03514.csv,1.4471377445077278,62
3515,[2009. 7. 17. 15. 0. 0.140],24,B0034,154,3516,03516.csv,1.4554483390450048,63
3517,[2009. 7. 17. 18. 49. 14.750],24,B0034,156,3518,03518.csv,1.4423952167302958,64
3519,[2009. 7. 17. 22. 40. 36.953],24,B0034,158,3520,03520.csv,1.377541945989605,65
3521,[2009. 7. 18. 2. 32. 19.203],24,B0034,160,3522,03522.csv,1.3539935892900532,66
3525,[2009. 7. 23. 10. 25. 18.890],24,B0034,164,3526,03526.csv,1.5509038861664448,67
3529,[2009. 7. 23. 15. 28. 51.734],24,B0034,168,3530,03530.csv,1.5562932697752867,68
3531,[2009. 7. 23. 19. 19. 21.390],24,B0034,170,3532,03532.csv,1.5067526605064707,69
3533,[2009. 7. 23. 23. 11. 10.812],24,B0034,172,3534,03534.csv,1.444138733302766,70
3535,[2009. 7. 24. 3. 2. 51.234],24,B0034,174,3536,03536.csv,1.4144103811292437,71
3537,[2009. 7. 24. 6. 55. 12.218],24,B0034,176,3538,03538.csv,1.3897574212362729,72
3541,[2009. 7. 24. 12. 1. 7.843],24,B0034,180,3542,03542.csv,1.449968311475299,73
3543,[2009. 7. 24. 15. 46. 9.421],24,B0034,182,3544,03544.csv,1.4678653068012166,74
3545,[2009. 7. 24. 19. 35. 49.250],24,B0034,184,3546,03546.csv,1.4290644310445066,75
3547,[2009. 7. 24. 23. 28. 2.156],24,B0034,186,3548,03548.csv,1.376744834668327,76
3549,[2009. 7. 25. 3. 20. 5.390],24,B0034,188,3550,03550.csv,1.3515813262521057,77
3553,[2009. 7. 25. 8. 26. 42.515],24,B0034,192,3554,03554.csv,1.353993472828928,78
3555,[2009. 7. 25. 12. 19. 43.718],24,B0034,194,3556,03556.csv,1.3577165116893766,79
3557,[2009. 7. 25. 16. 13. 2.187],24,B0034,196,3558,03558.csv,1.334169315351027,80
3559,[2009. 7. 25. 20. 6. 55.421],24,B0034,198,3560,03560.csv,1.3372147888783987,81
3561,[2009. 7. 26. 0. 1. 9.546],24,B0034,200,3562,03562.csv,1.339045224276927,82
3565,[2009. 7. 26. 5. 7. 11.546],24,B0034,204,3566,03566.csv,1.3439244604756322,83
3567,[2009. 7. 26. 9. 1. 35.140],24,B0034,206,3568,03568.csv,1.3454786192090245,84
3569,[2009. 7. 26. 12. 55. 45.109],24,B0034,208,3570,03570.csv,1.3482263029682544,85
3571,[2009. 7. 26. 16. 49. 47.359],24,B0034,210,3572,03572.csv,1.3373192299576058,86
3573,[2009. 7. 26. 20. 43. 48.921],24,B0034,212,3574,03574.csv,1.3402523341553034,87
3577,[2009. 7. 27. 1. 50. 3.890],24,B0034,216,3578,03578.csv,1.329096568237912,88
3579,[2009. 7. 27. 5. 43. 49.015],24,B0034,218,3580,03580.csv,1.3323485655766352,89
3581,[2009. 7. 27. 9. 37. 15.140],24,B0034,220,3582,03582.csv,1.3501541310555516,90
3583,[2009. 7. 27. 13. 29. 48.031],24,B0034,222,3584,03584.csv,1.381523441054128,91
3585,[2009. 7. 27. 17. 21. 22.671],24,B0034,224,3586,03586.csv,1.3835971952817807,92
3589,[2009. 7. 27. 22. 28. 0.187],24,B0034,228,3590,03590.csv,1.33011618620809,93
3591,[2009. 7. 28. 2. 21. 28.109],24,B0034,230,3592,03592.csv,1.3176982121703231,94
3593,[2009. 7. 28. 6. 15. 44.125],24,B0034,232,3594,03594.csv,1.3063657719651272,95
3595,[2009. 7. 28. 10. 9. 52.296],24,B0034,234,3596,03596.csv,1.3381567383793782,96
3597,[2009. 7. 28. 14. 3. 56.171],24,B0034,236,3598,03598.csv,1.3563258092165067,97
3601,[2009. 7. 28. 19. 9. 29.828],24,B0034,240,3602,03602.csv,1.3648997529550058,98
3603,[2009. 7. 28. 23. 2. 26.656],24,B0034,242,3604,03604.csv,1.3337639975535058,99
3605,[2009. 7. 29. 2. 56. 24.125],24,B0034,244,3606,03606.csv,1.3060123668658763,100
3607,[2009. 7. 29. 6. 50. 26.906],24,B0034,246,3608,03608.csv,1.3101868361375808,101
3609,[2009. 7. 29. 10. 44. 27.906],24,B0034,248,3610,03610.csv,1.3567668941696105,102
3613,[2009. 7. 29. 15. 50. 33.843],24,B0034,252,3614,03614.csv,1.3916857433587717,103
3615,[2009. 7. 29. 19. 41. 4.109],24,B0034,254,3616,03616.csv,1.3629935079344777,104
3617,[2009. 7. 29. 23. 34. 17.859],24,B0034,256,3618,03618.csv,1.3211711973900628,105
3619,[2009. 7. 30. 3. 28. 18.171],24,B0034,258,3620,03620.csv,1.3074869015593356,106
3621,[2009. 7. 30. 7. 22. 22.187],24,B0034,260,3622,03622.csv,1.3105881895483489,107
3625,[2009. 7. 30. 12. 28. 5.953],24,B0034,264,3626,03626.csv,1.376312668196664,108
3627,[2009. 7. 30. 16. 19. 5.437],24,B0034,266,3628,03628.csv,1.391764929132287,109
3629,[2009. 7. 30. 20. 9. 43.296],24,B0034,268,3630,03630.csv,1.3649746353453525,110
3631,[2009. 7. 31. 0. 3. 7.406],24,B0034,270,3632,03632.csv,1.3219093937291897,111
3633,[2009. 7. 31. 3. 56. 28.390],24,B0034,272,3634,03634.csv,1.3090033888073913,112
3637,[2009. 7. 31. 9. 1. 51.906],24,B0034,276,3638,03638.csv,1.3327005721973733,113
3639,[2009. 7. 31. 15. 42. 0.562],24,B0034,278,3640,03640.csv,1.7423975189669398,114
3643,[2009. 7. 31. 21. 3. 2.062],24,B0034,282,3644,03644.csv,1.37734756281946,115
3645,[2009. 8. 1. 0. 54. 40.031],24,B0034,284,3646,03646.csv,1.34875988767775,116
3647,[2009. 8. 1. 4. 46. 48.453],24,B0034,286,3648,03648.csv,1.3501504559881146,117
3649,[2009. 8. 1. 8. 40. 39.031],24,B0034,288,3650,03650.csv,1.3387814875085953,118
3651,[2009. 8. 1. 12. 33. 32.734],24,B0034,290,3652,03652.csv,1.3253371210402685,119
3655,[2009. 8. 1. 17. 38. 48.781],24,B0034,294,3656,03656.csv,1.3308160596334049,120
3657,[2009. 8. 1. 21. 30. 33.968],24,B0034,296,3658,03658.csv,1.333083376618503,121
3659,[2009. 8. 2. 1. 23. 21.296],24,B0034,298,3660,03660.csv,1.3333226534895923,122
3661,[2009. 8. 2. 5. 16. 47.781],24,B0034,300,3662,03662.csv,1.3264281097516477,123
3663,[2009. 8. 2. 9. 10. 15.046],24,B0034,302,3664,03664.csv,1.323971040986857,124
3667,[2009. 8. 2. 14. 15. 27.171],24,B0034,306,3668,03668.csv,1.3249364225071156,125
3669,[2009. 8. 2. 18. 8. 54.375],24,B0034,308,3670,03670.csv,1.3283067675570923,126
3671,[2009. 8. 2. 22. 2. 10.046],24,B0034,310,3672,03672.csv,1.314584348909226,127
3673,[2009. 8. 3. 1. 55. 22.875],24,B0034,312,3674,03674.csv,1.3166841798543305,128
3675,[2009. 8. 3. 5. 48. 39.625],24,B0034,314,3676,03676.csv,1.3041727649654071,129
3679,[2009. 8. 3. 10. 53. 34.968],24,B0034,318,3680,03680.csv,1.3534450073572306,130
3681,[2009. 8. 3. 14. 44. 14.312],24,B0034,320,3682,03682.csv,1.371294082513786,131
3683,[2009. 8. 3. 18. 38. 5.890],24,B0034,322,3684,03684.csv,1.357699321922511,132
3685,[2009. 8. 3. 22. 31. 42.515],24,B0034,324,3686,03686.csv,1.3286903090919502,133
3687,[2009. 8. 4. 2. 24. 55.453],24,B0034,326,3688,03688.csv,1.3143943268181724,134
3691,[2009. 8. 5. 10. 47. 54.890],24,B0034,330,3692,03692.csv,1.3866783030110723,135
3695,[2009. 8. 5. 15. 53. 12.468],24,B0034,334,3696,03696.csv,1.3868330458429208,136
3697,[2009. 8. 5. 19. 44. 54.078],24,B0034,336,3698,03698.csv,1.3548037379291014,137
3699,[2009. 8. 5. 23. 38. 49.906],24,B0034,338,3700,03700.csv,1.3255787669951669,138
3701,[2009. 8. 6. 3. 32. 21.312],24,B0034,340,3702,03702.csv,1.3119728676377551,139
3703,[2009. 8. 6. 7. 22. 48.562],24,B0034,342,3704,03704.csv,1.3064487948795198,140
3707,[2009. 8. 6. 12. 25. 17.046],24,B0034,346,3708,03708.csv,1.3418431880549024,141
